Estrategia,Tempo,Acc
Grid Search,145.4516381919384,0.93555
Random Search,77.80316019058228,0.9314250000000001
Dummy Opt,450.301047116518,0.9765500000000001
Bayesian Opt,356.36070117354393,0.9772250000000001
Successive Halving,37.55108878016472,0.9348
Cross Validation,1419.0923840999603,0.9356
