Estrategia,Tempo,Acc
Grid Search,3.917362540960312,0.657725
Random Search,1.2682396471500397,0.6578
Dummy Opt,0.41936177015304565,0.6268750000000001
Bayesian Opt,9.79313325881958,0.657575
Successive Halving,5.288613110780716,0.79145
Cross Validation,12.846050471067429,0.791675
