Estrategia,Tempo,Acc
Grid Search,199.94707071781158,0.799325
Random Search,3.343072086572647,0.6836000000000001
Dummy Opt,11.387256175279617,0.814125
Bayesian Opt,25.323552906513214,0.817425
Successive Halving,570.2657032907009,0.8005
Cross Validation,1361.536764204502,0.8008
