Estrategia,Tempo,Acc
Grid Search,32.371267676353455,0.6914062499999999
Random Search,10.558797508478165,0.6868489583333333
Dummy Opt,6.131309330463409,0.6985677083333334
Bayesian Opt,15.2386195063591,0.7330729166666666
Successive Halving,87.55756443738937,0.7513020833333333
Cross Validation,137.685960739851,0.6848958333333333
