Estrategia,Acc,Tempo
GS,232.36897921562195,0.7326995982572285
RS,236.4202601909637,0.735528772704125
BO,100.60619330406188,0.7319640129010355
CV,1214.7941427230835,0.7342273524585526
SH,318.4492721557617,0.7280597521643184
