Estrategia,Acc,Tempo
GS,897.6704139709473,0.7531262377638205
RS,55.6473867893219,0.7532959882306343
BO,94.64086961746216,0.7528433203191309
CV,6740.931203126907,0.7536920726531998
SH,997.8238174915314,0.7521077349629378
