Estrategia,Acc,Tempo
GS,22.949334383010864,0.7414700390426073
RS,7.130326747894287,0.7414700390426073
BO,15.636430263519289,0.7169128048435467
CV,80.36668491363525,0.7395462004187178
SH,16.523860692977905,0.7396027839076558
