Estrategia,Acc,Tempo
CV,222385.4370906353,0.7532959882306343
SH,4654.376278400421,0.7461664686244553
GS,22546.4954674244,0.7560119956996548
RS,12303.050524711609,0.7568041645447858
BO,614.2368001937866,0.7586148361907995
