Estrategia,Tempo,Acc
Grid Search,145.2809492945671,0.9310499999999999
Random Search,82.68404579162598,0.9299000000000001
Bayesian Opt,389.90822157263756,0.9751000000000001
Successive Halving,109.65631875395775,0.930425
Cross Validation,1433.326488316059,0.9310499999999999
