Estrategia,Tempo,Acc
Grid Search,118.80912420153618,0.943725
Random Search,121.08182066679001,0.9435
Bayesian Opt,50.62258979678154,0.9430750000000001
Successive Halving,109.57570576667786,0.943225
Cross Validation,712.116577744484,0.9445
