Estrategia,Tempo,Acc
Grid Search,4.029873788356781,0.6611750000000001
Random Search,1.2703357338905334,0.65885
Bayesian Opt,8.083602249622345,0.52125
Successive Halving,5.169459640979767,0.7896500000000001
Cross Validation,13.22916516661644,0.7925500000000001
