Estrategia,Tempo,Acc
Grid Search,205.6733658015728,0.7942499999999999
Random Search,13.043788820505142,0.798975
Bayesian Opt,24.61203357577324,0.79505
Successive Halving,593.016579002142,0.795525
Cross Validation,1391.3458888232708,0.798225
