Estrategia,Tempo,Acc
Grid Search,1394.5800276994705,0.914925
Random Search,689.7942916452885,0.917575
Bayesian Opt,288.6050274372101,0.9217
Successive Halving,1453.203678816557,0.9159999999999999
Cross Validation,10470.007008433342,0.9153249999999999
