Estrategia,Acc,Tempo
CV,39977.07128787041,0.9256
SH,4747.048328638077,0.9248
GS,102143.45315933228,0.849132765689057
RS,28901.430092811584,0.8486124251024914
BO,2749.5242931842804,0.8493535162409335
