Estrategia,Acc,Tempo
GS,8.265283823013306,0.6558
RS,2.6201388835906982,0.656
BO,24.38275980949402,0.8424156417533901
CV,27.56784677505493,0.8022
SH,45.32811236381531,0.8472721538946705
